"Pendaftaran lewat coretax ribet ,, tidak ada panduan ,, pengisian terlalu sulit untuk menarik map ,, detail alamat juga susah di masukan ,, padahal semua sudah di isi sesuai data ,,tolong admin di tinjau"
"login aja susah, verifikasi gak muncul2 di email, sudah kirim kode berulang2 tetep aja gak muncul. di websitenya juga sama aq pakai email, katanya malah tidak terdaftar... hla... bertahun2 login selama ini gimana, koplak? kok tiba2 gak kedaftar. gak apk, gak websitenya, punya pemerintah emang sampah semua, anggaran doang gede"
"Serius banget M-pajak ini guna nya apa? Ini itu gak bisa. Mau ini eror itu eror terus bisanya apaa? di beberapa KPP tidak menyediakan nomor atau telegram yang bisa kita chat hanya mengandalkan live chat tapi mau ngetik aja katanya eror, kita nya juga lagi merantau ribet banget pokok nya!!"
Untuk kode perivikasinya lama banget... 2 jam kadang 6 jam... Yg lebih parah nya hampir 24 jam... Jadi otomatis kan kalo lama suka keluar sendiri dari aplikasinya.. Tolong lah. Di benerin lagi.
"Seharusnya aplikasi ini mendapatkan bintang setengah, minimal kasih fasilitas pembuatan NPWP-nya dj aplikasi ini. Secara logika bagaimana caranya orang masuk kalau belum daftar. Rakyat dipaksa bayar pajak tetapi aplikasi pajaknya bermasalah"
"Aplikasi gak guna sumpah.. Para pejabat pajak buang uang cuma buat hal gak bisa dimanfaatkan.. Mereka cuma asal buat untuk menunjukkan indikator kinerja telah dilakukan, sudah berinovasi.. Tapi ndak ada manfaatnya sama sekali"
"Heran. Ngga paham. Instansi pemerintah sebesar & sekelas ini, apalagi reminder : pajak2 pajak2, tp aplikasinya yah cuma begini. Giliran anak sy mau daftar NPWP sj susah. Disuruh daftar online. Coretax2. Tp situsnya lemot abis. Ribet pula. Mdh2an pegawai2nya ngga ikut lemot ya."
"Pas masuk harus verifikasi lewat email, pas di cek email nya gak ada inbok, ditungguin sampe pegel bolak balik lihat email, pas no verifikasinya muncul, pas mau ke aplikasinya mulai dari awal lagi, harus masukin verifikasi nomor yang baru lagi, bikin kesel 😤"
Aplikasi ngaco..gak ada gunanya...gimana Indonesia mau maju klau aplikasi begini...di suruh login dulu.tapi menu untuk buat akun ajaa gak ada...Berharap dii permudah..tapi tambah sulit..
Aplikasi gak jelas.. Telp nomer cs sibuk terus..chat eror terus. Masuk aplikasi gak bisa reset passw..dr chrome bisa masih pake no effin.. Aplikasi buat mempermudah bukan malahan bikin emosi
"Orang dipaksa laporan sama bayar pajak, giliran bikin aplikasi yang tujuannya untuk mempermudah malah jadinya kayak sampah. Minta kode otp untuk EFIN aja loh gak bisa. Ini lah contoh gambaran aplikasi dari pemerintah yang gak guna!!!"
"Maaf Min, ini kenapa tahunnya jadi mundur. Saya bikin kode billing dengan tahun 2025 tidak bisa. Lalu saya coba 2024, kode billing bisa muncul. Mau saya bayar pajaknya, tapi saya ragu. Padahal ini sudah tahun 2025. Untuk aplikasi, ini mudah dan simpel untuk digunakan, lalu kode billing bisa disalin. Tidak seperti di website. Yah intinya sudah bagus."
"mau heran tapi aplikasi bikinan negara udah pasti kek gini, aneh masa gaada perbaikan dari tahun lalu, pw udah bener nomer npwp/nik sudah benar kok masih gabisa login. apa apa kok harus ke kantor gunanya aplikasi ya biar lebih efisien"
"Ini mreka ngapain sih? Katanya mau d buat era digital, tp live chat aja g ada yg on. D keterangan ada setiap hari kerja jam 8 udah start. Tp nyatanya nihil. Malas yg ter organisir. Ngrusak fasilitas publik. Uda d pajakin, d persulit."
"Sumpah ini aplikasi ga guna sama sekali, program pemerintah ko ga ada yg bener ya, masa mau verifikasi aja lama banget sampe berjam2, giliran udah ditunggu kodenya udah ga berlaku karena lama dikirimnya, padahal gaji udah dipotong pajak, masa pelayanannya begini, kalah sama yg swasta yg notabenenya ga dibiayain dari pemerintah. Udah gaji dipotong, trus harus lapor pajak, tapi pelayanan pajak malah begini."
"Bikin aplikasi ini pasti anggarannya gede tapi fitur live chat gk guna, gak ada fitur lupa password, trus knp ada permintaan no npwp dan nik, kan no npwp sdh dirubah pke nik. Tolol emang, aplikasi buatan pemerintah memang gak bisa diandalkan"
"menurut saya aplikasi ini sama sekali tidak membantu, gw ngerasa kalo pemerintah emng ga niat buat upgrade deh, masih bertahan dengan sistem dan orang-orang lama. jaddiii menurutku sih ga usah berharap pemerintah bisa mengikuti jaman dengan baik hehe"
"kenapa buat aplikasi bukan untuk mempermudah, tiap bulan bayar pajak, mau lapor spt tahunan kenapa tidak bisa, mohon untuk orang terkait dibadan perpajakan buat aplikasi yang mudah, jangan bikin pusing, tolong perhatikan"
"aku baru saja mengintal aplikasi ini m-pajak dan berjalan dengan sanggat lancar tanpa ada kendala apapun atau terjadi yg tidak diingin kan seperti halnya ngebug , macet , eror ,dan lain sebagainya khususnya di wilayah sampit, Kalimantan Tengah dan untuk survei kali ini aku sangat puas dengan hasilnya☺️ untuk teman2 pastikan hp teman2 dalam kondisi normal jika terdapat sampah atau file apk yg tidak berguna segera di hapus jika tidak ini akan menghambat kondisi hp dan jaringan yg tidak stabil."
"Aplikasi gk berguna, Development gimana sih, sudah ada aplikasi, Tapi untuk registrasi pake NPWP pake efin,untuk mendapatkan efin harus ke kantor pajak/kirim email,, Pertahankan prinsip : ""Kalo ada yg ribet kenapa harus dibikin gampang..??"""
"sistem gak jelas!!!! tahun kemarin laporan SPT gak ribet, alamat email dan nomer HP aman. sekarang alamat email yg sudah terdaftar malah gak ada, yg nongol malah alamat email yg lain, sama juga nomor HP bener, nomor npwp bener, NIK bener, TETAP AJA SALAH!!!! aplikasi gak guna!!!"
"email kode verifikasi lambat masuk, saya buka aplikasi sore mau daftar akun sampai malam belum ada muncul kode verifikasi nya, pagi baru muncul kode verifikasi di email, bayar pajak telat di denda, tapi pelayanan lambat."
"aplikasi ini sangat ndak jelas, saya rasa kalah sama situs slot yang menyediakan menu daftar, malah di aplikasi pemerintahan seperti ini tidak ada menu daftarnya lawakkkk #indonesia gelap"
"Pen jadi warga taat pajak melalui pelaporan online. Maksud hati mengikhlaskan diri buat taat, malah dipersulit oleh aplikasi yg penting jadi. OTP diminta, 2 jam baru masuk. Ya ia, kita mau nunggu 2 jam hanya buat nunggu OTP."
"Mau login susah nya minta ampun. Kode verifikasi via email gak nongol2. Pas emailnya masuk, apps nya ngereset mulai dri awal, jdi ngirim kode lagi. Gtu aja terus sampe 2045"
aplikasi sangat tidak berguna pengajuan lupa efin selalu sistem gangguan dan live chat ya selalu sibuk dan tidak ada respon sama sekali aplikasi sangat tidak berguna mending di hapus aja
"Aplikasi pemerintah memang gak punya kualitas, waktu limit kode verivikasi untuk EFIN 10 menit, tapi kodenya dikirim saat waktunya sudah habis. Memang agak lain aplikasi yang dimiliki pemerintah Indonesia ini"
"Susah minta kode verifikasi, kurang canggih. Tidak memudahkan. Menunggu lama untuk dapat kode verifikasi ke email. Dapet nya baru ke esokan hari. Kenapa hal-hal kecil seperti ini aja aplikasi pemerintah ga bisa maintain ?"
"Benar benar menyusahkan Rakyat aplikasi ga berguna ini,nyusahin rakyat tiap sekali verifikasi lama + kita harus cepat cepat masukin effin kalo tidak tidak bisa masuk lebih dari 20 menit padahal kita rakyat nunggu bisa sampe 3 jam an untuk dapet code"
"Bagaimana cara lapor pajak dari apk ini? Saya login di web tidak bisa, tulisannya : alamat email sudah dipakai pengguna lain (ia kan saya yg pakai!!!) Mau lapor dari Mpajak gak ada pilihannya, jangan dipersulitlah!!!!"
"Sdah ada komentar yg negatif,nggak berbenah juga aplikasi, banyak yg bayar pajak aplikasi juga unfaedah!!! Ada yg sulit kenapa dipermudah,aplikasi dibuat dengan anggaran negara juga nggak bisa mempermudah"
"Bagi yang belum daftar NPWP sebaiknya jangan sekali-kali mendaftar, apalagi kalau cuma sekedar cari pekerjaan atau berharap gajian dari Facebook, nanti bakal terikat dengan wajib lapor SPT meskipun penghasilan zonk harus datang langsung ke kantor, APP dan websitenya sampah."
"Kenapa pelaporan harus mandiri? Udh aja otomatis pak kendala aplikasinya error mulu tiap pelaporan, mohon sistemnya pelaporan secara otomatis saja karena mempersulit jatuhnya kan tiap bulan pajak ada data toh pastinya yang disimpan sekelas pemerintah ini masa harus ada pelaporan lagi, apalagi ini web dan aplikasi sering error tiap tahun karena penggunaan overload"
"aplikasi departemen korup , jadi gini sistemnya kacau semua padahal no. efin no. NPWP sudah saya simpan dan sandinya jg tapi tetap tidak bisa masuk"
"Heran sy sdh ada aplikasi tp mengapa kl mau laporan masih harus lewat google/crome, Kl effin lupa tdk ada solusi mudahnya untuk memdapatkan effin. Aplikasi terlalu ribet Mau laporan saja ribet bgt. Tolong perbaiki agar rakyat lebih mudah untuk laporan. Trima kasih🙏"
Aplikasi gak guna!! Gini negara mau maju darimana?? Pajak aja di gedein tapi pelayanan ruwet! Pengen lapor lewat online biar hemat waktu tapi malah muter-muter aja kayak kentut!
"Udah setahun lebih, ini aplikasi masih aja problem di bagian verifikasi pengecekan EFIN,( buka pake hp ga bisa di scroll gak bisa di apa apain jadinya stuck ga bisa minta verifikasi mau di kirim kemana) Gada niat buat benerin kah??"
"Kesini pengen daftar NPWP online, web ereg.pajak.go.id error. Web pemerintah duitnya banyak org IT kosong semua, kadang lebih percaya nyerahin data Ama google di banding pemerintah sendiri. Karena hampir semua web pemerintah rasanya becanda semua isinya, ngak ada yg bener"
"Pelayanan yg terlalu ribet dan ribet ,sistem nya gak baik dan gak bagus. Live chat jg gak membantu gak ada solusi. Mau taat pajak aj harus ribet Terlalu ber belit belit"
"Di aplikasi disebut efin sudah terkirim di email, tapi setelah di cek di email ng ada, mungkin lemot aja tapi udah ditunggu 1/2 hari blum juga masuk bagimana ini..."
"Minta maaf sebelumnya Kak Admin atas bintangnya. Bagaimana ya? Saya ingin tahu kode Efin saya. Semua prosedur dilakukan dengan benar dan ada pemberitahuan bahwa kode Efin sudah dikirim ke e-mail, tapi saat email dilihat sama sekali tidak ada. Tolong apk diperbaiki lagi. Bintangnya akan saya tambah jika apk nya benar-benar membantu. Terima kasih 🙏 #Edit MasyaAllah. Keluhan saya sepertinya diterima karena email yg ditunggu sudah datang. Jadi sesuai janji, saya beri bintang 5 Terima kasih Admin."
"Email sudah benar tapi tidak ada otp yg dikirim terus, pake nomer hp malah gangguan terus, aplikasinya mempersulit sekali"
"Ngirim kode verif harus tunggu 4-5 jam baru masuk ke email.. sekacau ini kah aplikasi pemerintah, katanya mempermudah malah nguji kesabaran.. Keren lah kalian.. #kaburajadulu"
"Kasih bintang satu saja,,, mo login nungguin kode verifikasi masuk di email dari semalam, nanti besok sore baru masuk itu email, giliran mo masuk ulang ke aplikasinya, kembali ke awal lagi, nunggu lagi kode nya,,,ah kenapa ribet ini aplikasi"
"Ini apaan minta efin kok gangguan mulu mau bayar pajak gini amat, live chat gak ada fungsi dari pagi sampe sore gk bsa terbuka... Sy yg mau bayar di persulit pula gokil. Kurang dana kah??? Sampe perbaikan aplikasi dan layanan gk bisa"
"Aplikasi pemerintah payah Masak mau lapor pajak tiba2 alamat email saya berubah sendiri Terus datang ke kantor pajak, pegawai bilang error dr pusat dan banyak alamat email yg berubah sendiri dan tidak bisa untuk pelayanan lapor pajak Terus kita mau lapor pajak bagaimana??? Kalo kita gak lapor kena denda tapi sistemnya kayak begini Sudah ketahuan gimana bobroknya pemerintah dan instansi yang seperti ini"
"Apk ngga responsif,lemot,dan tidak membantu sama sekali lebih baik hapus Aplikasinya,karena tidak membantu sama sekali justru merugikan pengguna yang memakai,karena buang banyak waktu ,dan nihil hasilnya"
"Sampahhhhhh, masa kesalahan nya terus terusan di bagian kolom penulisan Kelurahan, Kecamatan dan Kota/Kabupaten nya mulu, udah di coba 20x cara penulisan dirubah masih aja muncul error code dengan keterangan kesalahan yang sama."
Jelek bgt! Mau daftar di tempat selalu di arahkan ke online. Giliran pakai online webnya sering eror. Ga malah mempermudah malah menyusahkan. Saya sampai habis pulsa 15k lebih buat kirim kode verifikasi yg sering eror. !!!
"Apa apaan ini aplikasinya udah lengkap semua data yg diminta, malah dipersulit, padahal bener2 lupa efin Niat buat aplikasi ga sih, kalo emng ganiat buat aplikasi sekalian aja nyuruh masyarakat datengin langsung kantor pajak yg terdekat buat npwp,dihapus aja apk nya ga guna juga Jaman canggih TPI apk bobrok!"
"Ternyata gak cuma aku yg gak bisa verifikasi sms dan email. Malah disuruh kekantor untuk minta kode efin, enak bener nyuruh kekantor, dulu aku daftarnya online, jadi aku maunya online aja,, katanya telat lapor kena denda, tapi bukan gak mau lapor tapi di persulit. Klok pas daftar aja lancar,, giliran minta kode efin buat laporan malah gak bisa. Kerja yg bagus benahi apk nya."
semua yg berhubungan dengan instansi pemerintah lemot baik website atau aplikasi nya mau lapor pajak saja dipersulit harusnya buat aplikasi yg simple dan mudah di mengerti serta responsif
Maaf nih kenapa yah waktu pengajuan efin di saat verifikasi kode yg di kirim via sms atau email selalu salah terus padahal bener kok kode verifikasinya. Tolong di perbaiki lagi apk nya
"Beberapa bulan saat mau bayar pajak tidak bisa, selalu tertulis undefined. Mulai dari awal tahun kemarin. Tahun sblumnya masih aman2 aja. Tp smpai skrng tdk ada perbaikan."
"Permohonan lupa Efin selalu gagal, walaupun email dan yang lainnya benar. Mohon tingkatkan lagi pelayanan dalam aplikasi atau perbaiki aplikasi"
"Ngirim kode verifikasinya lama bgt 😭😭😭, lebih dari 2 jam, sekalinya kode udah dikirim aplikasinya logout harus diulang dari awal, udah dimasukin kode verifikasinya salah hedeh"
"mau bayar pajak bulanan aja susah.. mesti bikin coretax, sekali bikin susah minta ampun..gak bayar kena denda.. bikin pusing aja +62, system triliunan kyk gini"
"Ini aplikasi kaya gak ada yg operasikan,, Kalau kita live chat di luar jam kerja boot sistem suruh di jam kerja antara pukul 08:00 sampai 16:00 WIB. tapi saat kita chat di jam kerja malah eror terus. Kita sudah di potong gaji untuk bayar pajak tapi mau buat laporan SPT, rumit sekali. Tidak ada laporan kena denda, Hapus saja aplikasi ini Tidak bisa di gunakan."
"Mengajukan lupa EFIN, sudah ngisi syarat2nya, katanya dikirim lewat email, tapi sampai sekarang nggak ada email masuk. Chat lewat Live Chat juga respon bertele2. Mau tertib kok susah amat."
"Kenapa ya aplikasi ini setiap mau minta kode verifikasi selalu lama masuknya ke email sampai sampai waktu nya habis,jdi susah kalau mau minta efin secara online"
"Jelek banget, gk bantu, nyusahin iya, masa buat verifikasi malah gk bisa ditekan-tekan sampe waktunya habis. Tetot diulangin aja trs berkali-kali hasilnya juga sama, gk bisa. Ini knp bikin apps begini sih -_-"
"saya download apk ini krna mau memadankan nik, tapi pas buka harus login dlu, sdgkn sya blum punya akun, dan cara punya akunnya hrs ada no efin, cara punya no efinnya dr apk ini, tpi apk ini gda fitur buat akun, cuma ada log in, ini yg bikin siapa hah punya hati tdk? orang mau memadankan nik doang di lempar sana lempar sini ktanya bisa online😡 hapus ajalh gk bsa dpake."
"Aplikasi parah. Jelekkk!!! Orang mau taat bayar pajak kok dibikin susah sama ini aplikasi. Mau masuk mesti verifikasi,ditunggu lama banget ga masuk2 kode verifikasinya"
"Lapor pajak aja susah,. Kode verifikasi bisa berjam jam baru di kirim, setelah di masukkan malah sudah gak berlaku,. Aplikasi apaaa ini,."
Mau maklum. Tapi ini punya pemerinyahan. Gimana gak konyol mau masuk aplikasi nya aja harus ferifikasi. lewat email susahnya minta ampum sudah 5.jam belum.dapat email verifikasi..
"Parah... Aplikasi instansi pemerintahan tapi lelet bener mau mbuka.. ga bakal maju negara.. selalu sulit, mau laporan bayar pajak aja susah ,"
"Untuk Dapat Nomor Efin aja Lambat, Tolong Diperbaiki Aplikasinya, padahal Sinyal 5g lancar bitrate gede. Terima Kasih."
"Aplikasi gak guna, ribet, ngga ngebantu sama sekali, sosialisasi ngga ada, banyak angka yg perlu di masukkan, bener bener kalian kerja"
"Mau lapor SPT Ketunda melulu gara2 kode verifikasi terlambat masuk ke email, minta kode verifikasinya kemarin baru muncul hari ini, hadeuuh..😞😞😞"
"NPWP 16 angka, sedangakn di menu efin npwp 15 angka. Ini gimana ceritanya, koq malah tidak update dengan perubahan."
"Kenapa untuk mendapatkan kode verifikasi email lambat sekali, sudah berapa kali ulang tetap lambat, padahal sudah pakai WiFi, super lemot,"
Pas liat ulasan dan rating sempet bikin overthinking krn aku lupa EFIN tapi akhirnya tetep coba download ternyata aplikasinya gak seburuk yg ditulis di ulasan. Mudah & lancar pas digunakan cepet juga dapetin EFIN-nya & langsung dikirim ke email. Tingkatkan terus & semoga semakin baik aplikasinya supaya orang² makin mudah menggunakannya. Terima kasih
"Di suruh verifikasi, tapi email nya nyampe lemot, pas d klik udh ga bisa,ga di apk ga di web sama aj lelet"
"Cukup membantu, Saya lupa EFIN dan bisa di urus lewat aplikasi ini, caranya mudah & prosesnya cepat, makasih🙏🏼"
"Aplikasi andalan Direktorat jendral pajak. Kalo belum siap di era digital mending jangan buat aplikasi, Manualkan aja. bikin aplikasi malah bikin susah masyarakat"
"Jelek aplikasinya, tiap mau masukin otp atau verifikasi data by email selalu balik lagi ke menu awal"
"aplikasi lemotnya minta ampun,tolong ini cuma mau verifikasi email doang lama banget padahal udah bisa login...kok susah banget sih"
"Aplikasi dibiayai mahal kok gini amat, ga lengkap, ga bisa apa2, lupa pasword pun ga ada,. Seburuk inikah aplikasi pemerintah"
"Aplikasi sering bug, tombol buat permintaan verivikasi kode gak muncul, lantas bagaimana mau pengurusan laporan pajak ini klo aplikasinya gak berfungsi normal"
"Gak jelas ini aplikasi, untuk kode OTP tidak dapat, baik melalui Email, SMS sama aja, bagaimana bisa di pake ini aplikasi..."
"Otp nya ga pernah terkirim, sekalinya terkirim sejam kemudian, sedangkan batas kode otp cuma 10 menit hehe"
"Aplikasi tdk jelas, ngirim otp ke email tapi tidak pernah masuk otpnya, hedeh."
"Mau login di kirim kode verifikasi 2 langkah ke email kita yang terdaftar. Tapi,kodenya akan masuk ke email setelah berjam-jam nunggunya."
App sangat buruk selalu error ketika login. Tolong la perbaiki agar kita bisa akses app dengan lebih mudah
"mau masuk akun tidak bisa,tidak ada pilihan LUPA PASWORD. mau lapor aja dipersulit,makanya males lapor tiap tahun. setiap tahun dibuat emosi sama aplikasi."
"Aplikasi ga jelas, situs web juga lemot. Pake wifi pake data juga sama aja. Halahhhh bilang aja kalo gabisa online harus ke kantor pajak"
"Aplikasi busuk, cuma bikin habis anggaran saja. Orang mo daftar harus pake efin, orang lupa kata sandi harus pake efin. Giliran mo buat efin juga di persusah, niat buat aplikasi supaya mempermudah malah bikin susah saja"
Ni ya buat pengembang coretax klo gbsa ngatasi masalah bug dll gausah sok2an jadi pengembang aplksi deh sini gua aja yg gantiin kl mmng gbsa ini untk negara loh!! Bukan aplikasi game ya!!
"Aplikasi yg tidak pantas untuk di kasih ranting.mau login susah,chat ke Cs sama susah,gimana mau laporan pajak kalo aplikasinya seperti ini, Menu LUPA PASSWORD juga gk ada👎👎👎👎👎👎"
"Nomer NPWP sudah sesuai,efin sudah berhasil diperbaharui,tapi buat login keterangan selalu erorr sistem...hihhh... aplikasi kurang bermanfaat"
"Gunanya livechat diweb dan diaplikasi pajangan doangkah? Untuk diakses susah amat live chatnya. Koneksi terputus mulu. Coretax susah diakses lagi, mau daftar malah nik sudah diduplikasi mulu"
Saya baru aja menggunakan aplikasi ini dan sudah daftar kenapa pas mau login selalu salah unsernamenya padahal jelas saya sudah benar sangat tidak membantu
Aplikasi nggak jelas anj memang. mo daftar tapi ga ada tombol daftarnya hanya login. gimana caranya mau login kalau ga ada akunnya .
"Aplikasi nya sulit diakses, web nya pun gajelas gabisa akses terus, dan datang ke kantor pajak cimanggis depok pelayanan dari satpam nya gajelas juga, masa orang tanya malah ditanya balik gak kasih arahan sama sekali, udah mana cuek orangnya jawabnya juga sesuka hati dia aja"
Untuk buat npwp aja susah. Aplikasi nya ngga jelas banget. Live chat nya ngaco ngapain dibuat kalau ngga bisa ngebantu.
Lupa password juga bingung harus gimana? Gak ada menu lupa password. Di website juga bingung. Harus ada kode EFIN. Kenapa org yg mau bayar pajak aja sulit ya 😂😂 wakanda emang bgini
"Mau input nomor npwp, sedangkan nomor nya sudah sama dgn nik total 16 angka. Tapi di kolom input nomor npwp hanya bisa input 15 angka saja"
"lemott banget, servernya ampas. semoga dev IT nya dari orang yg berpengalaman, dan digaji layak. tapi dev IT juga harus kerja yang bener."
Kode verifikasi yang dikirim lewat email gangguan dan sangat lelet. Shingga selalu gagal lapor SPT Tahunan
Burukkkkkk............mau login padahal password yg lama aja masih bisa pakai...lah ini udah di suruh update lagi malah gak bisa masuk2.....ribetttt
"Ini saya mau daftar kok gak bisa bisa ya ,gak ada fiturnya gak jelas, saya mau daftar malah minta nomor efin saya kan mau daftar bukan login gimana sih minta nomor efin malah kekantor terus ngapain buat online"
"Di era digital seperti sekarang ini, pelayanan online malah tidak bisa diakses dgn alasan klasik under maintenance. Ya begitulah situs pemerintahan."
Aplikasi tidak beres orang masuk kirim kirim kode verifikasi ke email orang masuk di bilang kode salah ? Di ulangi begitu lagi kalau salah napai mengirim kode salah ke email ?
"Sangat lemot,dan tidak ada tanggapan keluhan akan aplikasi,gini mau maju gimana,aplikasi sekelas pemerintahan dibikin gk niat sama sekali"
Kenapa ya kalau aplikasi layanan public tu banyak banget eror nya enga dari aplikasi maupun dari web nya selalu banyak banget kendalanya bukanya mempermudah masyarakat malah memeprsulit
Menu lupa efin tidak ada.....kadang sistem pajak ini masih sangat kurang dalam fasilitasi masyarakat
"Orang mau lapor aja susahnya minta ampun, masuk web juga gk masuk2, lantaran verifikasi gak masuk2, via email maupun no telp. Pake aplikasi sama saja, mau lapor aja seneng banget nyusahin rakyat.."
"Alhamdulillah.. Terimakasih, aplikasi ini sangat membantu saya untuk yang lupa EFIN.. Saya tidak perlu susah2 datang langsung k kantor pajak yg lumayan jauh dr rumah saya.. Sekali klik d aplikasi M-Pajak sudah dapat kembali no EFIN saya 🙏🙏🙏"
Apk gajelas baru download gabisa di buka malah force close Klo game berat wajar lah ini apk apaan. Butuh spek gaming kah biar bisa kebuka kocak!!!
Mohon Maaf saya kasi bintang 1 karna aplikasi nya sangat sangant slowrespon tolong di tingkat kan lagi aplikasi nya
"Kualitas nya kurang banget. Saya minta kode verif untuk pengajuan efin, keterangan kode berhasil via email di kirim tapi di email blm ada."
Ini badan milik negara. Tapi jelek sekali aplikasinya. Login susah daftar susah. . Uang negara kemana ?? Masa kalah dengan aplikasi buatan anak anak SMK.
"Aplikasi apaan ini. Nunggu email masuk berjam"" sekali masuk kode sudah kadalwarsa. Niat hati pelaporan cepat jadi lambat gara"" aplikasi."
"Aplikasi paling mengecewakan selama pajak yang pernah saya pakai, gak website gak aplikasi semuanya gak ad yg bener"
